gender;firstname;lastname;address;city;birthday
F;Ingrid;GILIS;rue de l'yser 32;Perwez;19790922
M;Marc;Gillain;363, chaussée de Louvain;Bouge;19800711
M;Julien;Gillain;boulevard de la Meuse 42 b 7;Bouge;19830127
F;Florence;Gillain;rue Houchette, 48;Couvin;19860121
F;Aurélia;Gillain;Rue de Coquelet 130 /0001;Couvin;19880921
M;Michel;Gillain;;Petite-Chapelle;19930717
M;Guy;Gillemon;rue Notre Dame 2;Namur;19781217
F;Marie-Claire;Gilles;rue du sanctuaire, 54;boninne;19790417
F;Véronique;Gilles;rue de la platinerie, 1;Bouge;19820630
F;Apolline;Gilles;105 avenue Albert 1er;Namur;19850206
M;Adrien;Gilles;rue de Vitry, 5;Tubize;19920420
M;Yves;Gillet;Rue de Sardanson(BU) 13 /0022;Hamois;19791219
M;Jean-Marie;Gillet;45, rue flache;Bruly;19801010
F;Reine-Marie;Gillet;rue Ernest Jacot 1;Floreffe;19880611
M;Maxime;Gillet;Fonds De L'Eu 31;Namur;19940425
F;Maria;Gillet;Chemin les Tombes(BN) 10;;19941214
M;Gerald;Gilliaux;Avenue du Parc(BU) 19;bouge;19850711
F;Simone;Gillot;rue de l'autre cote de l'eau,9;Namur;19781121
F;Florence;Gilson;rue Célestin Denis 80;Aublain;19840625
M;Leon;Gilson;rue de la foulerie 16;Cul-des-Sarts;19841108
F;Roxane;Gilson;Avenue du Parc(BU) 25;Eghezée;19970420
M;Xavier;Giot;Quartier Des 3 Chenes, 29;Bouge;19910710
M;Cleopold;Girboux;Boulevard de la Meuse(JB) 44 /0012;Fernelmont;19880824
M;Pierre;Gitzen;ch de namur, 334;Flawinne;19861104
F;Luna;GLOIRE;Rue Joseph Wanet(VD) 20;Bouge;19851016
F;Vincianne;Gobeaux;place St Victor, 13;Namur;19781125
F;Romane;Godbille;Chaussée de Louvain(BU) 439;Petigny;19821016
F;Bénédicte;Godefroid;Rue de Géronsart(JB) 313;Namur;19820311
F;Corinne;Godichal;Rue Georges Attout(BU) 102 /0011;Fosses-la-Ville;19860107
F;Nadège;GOES;Rue Eugène Copette(CH) 36;Eghezée;19820803
F;Marie-Christine;Goethals;Rue des Déportés(BZ) 17;Mariembourg;19820815
F;Nora;Goffinet;Rue de l'Escalier(BZ) 11;Namur;19821125
M;Jean;Gohy;rue Général de Monge 89;Burdinne;19880108
M;Alain;Goies;21, rue De Seron;Eghezée;19810331
M;Eric;Golard;Rue De Presgaux 45;Couvin;19820914
M;Jean;Golenvaux;rue Théodore Baron 22/B;Namur;19980807
F;Nathalie;Golinvaux;rue de l'église, 12;Namur;19820901
F;Mireille;Goos;rue de la bossette, 1;Petigny;19840617
F;Hélène;Goossens;rue du haut bruly, 29;Stembert;19800905
F;Christelle;Goossens;Domaine du Bois Gilet 70;Olloy-sur-Viroin;19990820
F;Myreille;Goret;Route de Hannut(BU) 52;Namur;19900504
F;Zara;Gosset;Rue Longue 26;Namur;19910327
M;Carlos;Gossiaux;Chemin des Vergers(BZ) 18;Namur;19830717
F;Myriam;Gossiaux;rue de Temploux, 13;Andenne;19850115
M;Guillaume;Gottiaux;rue de champagne, 29;Couvin;19980921
F;Denise;Goulard;résidence E Donnay 230;Saint-Servais;19840415
F;Alejha;Gouverneur;Rue Joseph Wanet(VD) 27;Forville;19860216
M;Sacha;Goyens;Rue Jean Tousseul(MD) 34;Philippeville;19891217
M;Julien;Graindorge;rue Adam 7;Cul-des-Sarts;19821209
F;Chloe;Graindorge;Rue du Sanctuaire(BU) 6;Leuze;19881112
M;Jacques;Grammont;Avenue Albert 1er 105 /0001;Namur;19860914
F;Fusun;Granado;Rue de Brimez(WP) 23;;19930727
F;Françoise;Grandfils;Rue Charles Bouvier(BU) 143;Namur;19790802
M;Raul;Grandhenry;rue Marcel Moreau, 19;Namur;19781227
F;Valerie-Anne;Granville;Avenue du Parc(BU) 15;Nismes;19811025
F;Marie;Gratien;32,rue descroisiers;Namur;19910304
M;Marc;Grauls;av. Baudouin 1er 29;Winenne;19980524
F;Christiane;Graux;rue du vallon 6;Brussel 21;19781118
M;Bardhyl;Gravier;rue St Joseph 43;Couvin;19861001
M;Fabrice;Gravier;hameau de Géronsart 43;Wanlin;19880820
M;Dominique;Gravy;Rue de l'Eglise de Boninne(BN) 26;La Bruyère;19891008
M;Denis;Greban de Saint Germain;Rue du Pré-au-Loup(NN) 67;Namur;19880208
F;Céline;Greck;Cité Germinal, Rés.Sylvia(SS) 22;Namur;19830827
F;Claudette;Gregoire;route de Dinant, 75;Namur;19790108
F;Véronique;Gregoire;rue haute fitombre 33;Courrière;19901225
F;Sandrine;Gregoire;35 rue des mésanges bleues;Bouge;19910111
F;Christine;Grégoire;rue E Copette 4;Chimay;19871028
F;Carole;Gretzer;Rue Bois des Maires(CG) 28;Gelbressée;19851019
M;Cyrian;Grifgnee;rue du ternia 43;Namur;19920702
M;Michel;Grimard;Tienne de Bouge 13;Bouge;19860917
M;Cyrus;Grizeau;Rue des Champs Verts(CH) 56;Namur;19850617
M;Magloire;Gruslin;rue de la pireuse, 12;Beez;19831201
F;Martine;Guebels;Rue Don Juan D'Autriche 13;Namur;19910328
M;Patrick;Guerrit;rue de ry de Flandre 39;Eghezée;19811015
F;Anita;Guichart;Chemin du petit bois, 10;Liernu;19900404
F;Marcelle;Guillaume;rue de tivoli 10;Namur;19800722
F;Sandrine;Guillaume;Rue Basse chaussée(CG) 122;Olloy-sur-Viroin;19920728
F;Claire;GUILLITE;;Namur;19821124
M;Antoine;Guirles;Camping-Val-Tréko, Vitrival 122;Beauraing;19980106
F;Claire;Guise;349, chaussée de Louvain;Bruly-De-Pesche;19850708
F;Zoé;Guissart;Rue de la Keuture(VD) 18;Jambes (Namur);19980410
F;Véronique;Gustin;Rue du Grand Feu(BU) 99;Yvoir;19861119
F;Francoise;Haak;rue du Haut de Bruly, 29;Namur;19861214
M;Emile;Haddad;rue des batisseurs 3 bte 302;Rocroi;19821024
M;Pascal;Halet;Rue de la Jonquière(CH) 19;Couvin;19911015
F;Marie-Louise;Halkin;rue de bouillon, 55;Couvin;19910104
M;Patrick;Halluin;Rue Charles Wérotte 59 /B000;Mazée;19910704
F;Bénédicte;Hamaide;rue florent Delvaux, 6;Focant;19790706
M;Stephane;Hamang;rue du parc St Roch, 34;Couvin;19920811
F;Anaëlle;Hambenne;Rue du Sanctuaire(BU) 78;Anseremme;19910621
F;Charline;Hance;rue de Bovesse 53;Couvin;19791209
F;Marie-Albane;Hance;77 Rue Du Bocage;Couvin;19930908
F;Jeanne;Hannachi;avenue Baudouin 1er 10;Malonne;19870507
F;Annie;Hannard;Avenue François Bovesse 13;Champion;19790906
M;Marcel;Hannevart;Rue De La Naie 4;Profondeville;19821217
F;Zoe;Hanon;rue Hambursin, 57;Namur;19840213
F;Stéphanie;HAnoteau;rue St Louis 31;Emines;19860508
F;Marie-Neiges;Hanoteaux;rue des fontaines 20;Olloy-sur-Viroin;19891207
F;Lea;Hanoulle;;Namur;19860225
F;Jeannine;Hans;Rue Saint-Donat(SS) 108;Namur;19921122
M;Jean-Marie;Hanse;Rue du Vallon(BU) 11;Couvin;19850808
M;Benoît ;Hansen;rue Jean Maus 20;Namur;19800426
F;Katty;Hantson;rue J Wanet 101;Petigny;19840116
M;Louis;Hardenne;rue grande, 31;Wanlin;19850719
M;Peter;Hardy;rue neuve, 68;Couvin;19821208
F;Fabienne;Hardy;rue Jen Chot 62;Eghezée;19881130
M;Guillaume;Hardy;Rue Arthur Joseph Piersotte(BU) 30;Nismes;19900930
F;Flore;Harmel;Rue De Fumay 21;Boninne;19790926
M;Pierre;Harroy;rue Général de Monge 22;La Bruyère;19841108
F;Annick;Harvengt;Avenue Const.De Montpellier(VD) 11;Honnay;19941201
M;Claude;Hashani;;Saint-Servais;19981107
F;Marie;Hastir;Rue Cortil Stiennon 6;Namur;19870824
M;Bernard;Hauchart;rue de Mazée, 6;Treignes;19790530
M;Didier;Hauchart;courte rue, 4;Loyers;19791105
F;Magali;Hauchart;rue toine culot 3;Petigny;19881028
M;Viktor;Hayot;rue St Roch, 70;Namur;19800317
F;Colette;Hayot;Rue Du Herdeau 38;Namur;19880805
M;Corentin;Hayot;résidence Emile Donnay 315;Dinant;19930829
M;András;Hayot;rue des calvaires 48;Maillen;19931216
M;Laurent;HEBETTE;Chaussée de Louvain(BU) 395;Vedrin;19811002
M;Damien;Heene;Rua Montante, 20B;Champion;19870723
M;Robin;Heinen;rue pierre du diable 14 bte25;Anhée;19810729
F;Laure;Helin;rue de Coeurcq 89;Fernelmont;19780422
F;Claire;HELLAS;Rue Del'Grète(DX) 75;Perwez;19850326
M;Michel;Hellas;Rue de Jambes(DV) 335;Namur;19910222
F;Samia;Hellebosch;rue du bastion du roy;Flawinne;19840219
F;Amélie;Hellin;impasse du grand pré 600;Beez;19811120
F;Appoline;Hemeleers;Route de Gembloux 338;Saint-Servais;19900124
F;Claire-Françoise;Hendrickx;rue de la joncquière 37;Aublain;19910817
M;Tanguy;Henne;Rue de Mosanville(LI) 20;Couvin;19890817
M;Bastien;Henneaux;rue Charles Bouvier 14;Namur;19910123
M;Didier;Hennebert;rue Saint Roch 61;Namur;19910918
M;Pierre;Hennes;rue de ry de Flandre 39;Namur;19800707
F;Alexia;Hennes;place du Vierly, 3;Héron;19910225
M;Stéphane;Hennes;Rue de la Libération(BZ) 30;Profondeville;19960517
F;Dominique;Henrard;chée de l'Europe 167;Couvin;19800530
F;Camille;Henrard;Rue Grande 19;Jemeppe-sur-Sambre;19800906
M;Benoit;Henrard;résidence Emile Donnay 409;Pondrôme;19861202
M;Armand;Henrard;Rue Albert Collard 37;Namur;19890927
F;Pascale;Henrard;chée de l'Europe, 99;Namur;19921225
F;Marianne;Henrard;rue de la platinerie 17;Dourbes;19980822
F;Christine;Henroteaux;rue de Sardanson 7;Namur;19801010
M;Alphonse;Henrotin;Rue de Winée,Leuze 8;Fosses-la-Ville;19940503
F;Pauline;Henry;rue Alfred Becquet 31;Warisoulx;19841106
F;Marjorie;HENRY;Rue des Mésanges Bleues(BU) 28;Namur;19850812
F;Vanessa;Henry;rue du coquelet, 230;Eghezée;19850828
F;Danielle;Henry;Rue de Coquelet(BU) 230;Bouge;19850905
F;Hélène;Henry;Rue du Vallon(BU) 11;Sart-Saint-Laurent;19870212
F;Fabienne;Henry;rue Fourcimont 27;ChÔtelineau;19960123
F;Megan;Henseval;Chaussée de Louvain(BU) 267 /0003;Namur;19930715
M;Michel;Henuset;rue A collard 14;Namur;19780716
F;Paulette;Henuzet;rue planesse 31;Belgrade;19790409
M;Pierre;Herbiet;rue de cocquelet 33;Namur;19880327
F;Valerie;HERION;Rue Sergent Delisse(BU) 17;La Bruyère;19841121
M;Clément;Hérion;rue de l'orjo 72 btre 1;Andenne;19860120
M;Anton;Herix;rue de Fernelmont 25;Bouge;19981011
F;Margherite;Hermans;rue François Bovesse, 75;Nismes;19850215
F;Andrée;Heroufosse;rue H. Lecoq 80;Bertrix;19940223
M;Thierry;Herpigny;Rue du Curé 9;Namur;19860217
M;Etienne;Herpigny;28 Rue Des Crolaux;Namur;19890925
F;Valérie;Herpigny;Chaussée de Huy, Natoye 5 /E000;Namur;19950627
M;Pascal;Heylens;Rue Notre-Dame des Champs(CH) 48;Nismes;19790720
M;Michel;Heylens;60 , rue trieux des mines;Namur;19881005
M;Marcel;Heylens;Rue Florent Delvaux(BU) 3;Couvin;19910619
F;Aurore;Heymans;rue Chopin 9;Sclayn;19970110
M;Yves;Hillaert;Avenue des Croix de Guerre 197 /b00;Vedrin;19870526
F;Amandine;Hittelet;chaussée de Nivelles 299;Namur;19900516
F;Marie-Christine;Hobe;rue Durieux 71;Namur;19860606
F;Hélène;Hocquet;rue du vert-tienne, 14;Gonrieux;19890713
M;Patrick;Hocquet;rue Roche Alberic, 10;Dinant;19970217
F;Valerie;Hoeman;rue d'ostreaux, 12;Namur;19790507
M;Roman;Hollanders;Avenue Fernand Golenvaux 19;Bouge;19850502
M;Gianni;Hombert;rue de la station, 84;Vezin;19900625
F;Gwennaël;Homez;144,  bd. de la Meuse;Momignies;19991014
F;Patricia;Honore;11, rue pré dalvaux;Nismes;19891103
M;Claude;Horion;Ch. de l'Aubligneux, 30;Bouge;19790329
M;Christophe;Hoslet;Avenue Baudouin Premier(BU) 76;Profondeville;19831119
F;Julie;Hosteaux;rue de la station, 16;Montignies-sur-Sambre;19910901
F;Liliane;Hottaiux;Le rouilly 1;Viroinval;19890121
M;Necati;Houben;rue Maj. Mascaux 25;Vedrin;19780602
F;Victoria;Houblon;Rue du Village(BU) 13;Le Mesnil;19850212
F;Kimberley;Hougardy;Rue des Mésanges Bleues(BU) 26;Couvin;19860128
M;Emmanuel;Houtain;rue de la platinerie 17;Boussu-en-Fagne;19970530
F;Masha;Hoyas;rue du Nestry 3;Jambes;19940420
F;Claudette;Huart;rue de fumay, 52;Treignes;19790829
F;Perrine;Hubeau;chaussée de Louvain 298;Namur;19880906
M;Georges;Hubeaux;rue de Gembloux, 664;Namur;19900301
F;Fanette;Hubert;rue Ainseveau 44;Namur;19790907
M;Pierre;Hubert;Avenue du Parc(BU) 20;Namur;19830416
M;Robert;Hubert;Rue des Pétunias(BU) 15;Couvin;19851026
F;Catherine;Hubert;Rue des Mésanges Bleues(BU) 39;Nismes;19851105
M;Vincent;Hubert;rue de Fumay, 16;Baileux;19871212
F;Théodora;Hubinon;8, rue du champs St Nicolas;Fleurus;19850601
M;Gilles;Humblet;rue chant d'oiseaux, 24;Champion;19810809
F;Elvedina;Husson;12 a rue de Bonneville;Bouge;19900330
F;Nada;Hypacie;40, rue Alexandre Collin;La Bruyère;19940729
M;Julien;Ibrahim;Rue Nanon(SS) 128;Bouge;19931120
M;Philippe;Ibrahimi;Rue Oscar Genot(FW) 74;Bouge;20000722
M;Joseph;ibramini;;Namur;20000718
F;Sevim;Ignace;Avenue Albert 1er 263 /0004;;19930816
F;Emilie;Ignace;rue de Montigny 26;Bouge;19951123
F;Cecylia;Imbreckx;Rue Sainte-Rita(BU) 110;Namur;19910106
M;René;Indevuyst;quartier des auwes 22;Namur;19950725
M;Luc;Ipersiel;Rue Terne Du Prince 1;Namur;19910720
F;Lesley;Istace;rue de Coquelet 129;Bouge;19830907
M;Jacques;Istasse;Rue du Rond ChÛne(VD) 89;Agimont;20000214
F;Anne;Jackowski;rue de la croisette,;Jambes;19930414
F;Letizia;Jacmart;rue de Mariembourg, 32;Champion;19850509
F;Marie-Eve;Jacobs;Ancienne Montagne St Marc, 5;Houyet;19780422
M;Michel;Jacobs;rue du village, 73;Namur;19861023
F;Nancy;JACOBS;Rue Georges Davreux(CH) 42;Gonrieux;19980721
F;Nadia;Jacquart;rue St Louis, 31;Mariembourg;19960701
M;Ludovic;Jacquart;rue de Mariembourg 24;Namur;19980924
M;Jacques;Jacquemart;rue Delimoy 30;Namur;19791010
F;Valérie;Jacquemart;rue St Roch 15;Heer;19860513
M;Michel;Jacques;rue de l'étang, 26;Boussu-en-Fagne;19811126
M;Johan;Jacques;Place Des Combattants 13;Marchovelette;19840830
F;Turkan;Jacques;rue Joseph Abras 118;Flawinne;19890630
M;Pablo;Jacques;Rue Joseph Wanet(VD) 23;Bouge;19891108
M;Désiré;Jacques;Rue de l'Eau Vive(VD) 21;Vedrin;19910909
M;Didier;Jacques;Route des Six Frères, Leuze 78;Gembloux;19951218
F;Nadja;Jacquet;rue de la croix, 19;Feschaux;19910510
F;Fetanet;Jadoul;Rue Cortil N¯che(Sart-B.) 6;Bouge;19930330
M;Stephane;Jalet;50 rue de la vallée;Namur;19960829
F;Valerie;Jalhores;47, allée du moulin a vent;Namur;19910323
M;Philippe;Jamart;Chemin d' Hautebise(WP) 11;Olloy-sur-Viroin;19820617
M;Michel;Janssen;Chaussée de Dinant(WP) 1262 /B000;Gentinnes;19910413
F;Julie;Janssens;Rue De La Station 64;Andenne;19851019
M;Francis;Janssens;rue des arzières 8;Emines;19880214
F;Hélène;JANSSENS;Chaussée de Namur 21;Namur;19900517
F;Adelaide;Jaumonet;Domaine des Bouvreuils;Bouge;19830908
M;René;Jaumotte;30rue de Sardanson;Oignies-en-Thiérache;19830103
F;Viviane;Jauquet;65, rue deseumay;Couvin;19890225
F;Francine;Jean;Rue Emile Noel, 8;Heer;19830215
M;Patrick;Jean;Rue de Suarlée, Rhisnes 22;Namur;19831108
F;Alexandra;Jeandrain;68 rue des Ramiers;Presgaux;19850428
M;Patrick;Jeanmenne;rue du Nestry 19;Namur;19840911
F;Devill;Jehaes;bd de Bryas, 45;Mariembourg;19830415
M;Thibaut;Jendot;Rue Haute,Spy 30 /0001;Olloy-sur-Viroin;19990609
F;Véronique;Jenicot;;Meeffe;19870829
F;Marie;Jentgen;Rue Faulx De Champion 28;Faulx-les-Tombes;19880130
F;Florence;Jeunehomme;allée du moulin Ó vent 16;Forges;19930506
M;Adrien;Joachimiak;résidence e donnay 145;Couvin;19830308
F;Anais;Jocaille;rue de Jéricho 20;Namur;19940801
F;Coralie;Jolie;Basse-Montagne(WP) 2;Saint-Servais;19890619
M;Nicolas;Joly;avenue du parc, 57;Dinant;19801015
M;Damien;Jonard;13 de cannevaux;Champion;19940525
F;Claire;Joniaux;Rue St Roch 16;Emines;19800724
M;Jean-Marie;Jonniaux;Rue Martin Lejeune(VD) 20;Gembloux;19860202
F;Fernande;Jonveau;rue ainseveau, 21;Namur;19790331
M;Thomas;Jooris;rue des Comognes 6;Forest;19950130
F;Georgette;Joray;Layon des Mouflons 4;Mariembourg;19890630
F;Mazez;Jordan;rue St Joseph, 29;Orp-Jauche;19930329
F;Alice;Joris;av. Jean Delhaye, 1;Bruxelles;19900722
F;Manon;Josis;8, rue du Bois Henri;Namur;19890221
M;Louan;Josis;chaussée de Namur 227;Bouge;19891225
M;Eric;Jost;Rue Bosret 28 /0004;Namur;19840830
M;Jeremy;Joyeux;Les Trois Bonniers(VD) 12;Eghezée;19900907
M;Pascal;Jugnot;;Namur;19870817
M;Malory;Justh;Allée du Moulin Óá Vent 25;Mazée;19890703
M;Gauvin;Kalashnikova;Station44;Seraing;19980425
M;Erinne;Kalshnikov;Station 44;Nismes;19921207
M;Benoît;Kavak;Rue Saint-Fiacre 15;Jemeppe-sur-Sambre;19880302
F;Anne-Catherine;Kekenbosch;Rue Joseph Debehogne(VD) 66;Oignies-en-Thiérache;19880809
F;Axelle;Kempinaire;Rue Bois d'Esneux(BN) 82;Branchon;19930113
F;Circe;Keyaerts;Rue Joseph Debehogne(VD) 66;Perwez;19900117
F;Rosane;Khounchi;chaussée de Perwez 225;Fernelmont;19910101
F;Isabelle;Kieruzel;rue Tienne de Matagne 13;Frasnes (Nam.);19890109
F;An;Kieruzel;rue du piège, 15;Namur;19891023
F;Bérengère;Kieskiewez;rue de la prairie 11;Couvin;19880313
F;Anne-Sophie;Kieskiewez;Rue Des Calvaires,;Namur;19900523
M;Sylvain;Kinet;rue de la poteresse 7;Cul-des-Sarts;19790702
M;Alois;Koch;rue du Moulin Blanc, 70;Aublain;19790603
F;Gaëlle;Koener;Route De Hannut 291;Olloy-sur-Viroin;19880112
F;Marie;Kog;Trieu Martin(GB) 22;Namur;19870506
F;Hélèna;Kohlweg;Rue des Faucons(BU) 39;Namur;19871001
M;Pierre-Yves;Koppers;avenue Albert 1er 265;Bouge;19871025
F;Veronique;Kosiakina;rue de la falaise, 77;Namur;19790805
F;Fernande;Koutsougeras;rue Georges Davreux 20;Couvin;19960820
F;Francoise;KRESERVE;Rue du Sanctuaire(BU) 94;Namur;19850810
F;Johanna;Krier;rue St Joseph, 42;Loyers;19900806
F;Marie-Pierre;Kureth;chée de Louvain 367/10;Champion;19801003
M;Renaud;Kuyle;rue du ternia 30;Dourbes;19820416
M;Philippe;Labie;Rue Emile Vandervelde 75 /A000;Couvin;19970415
F;Béatrice;Labiouse;Rue de Fernelmont(CH) 103;Namur;19950308
M;Daniel;Lacroix;rue des bégonias 82;Namur;19800327
M;Afshan;Lacroix;Chaussée de Louvain(BU) 367 /0013;Gilly;19860221
M;Jean-Claude;Laffineur;Rue Du Bucq;Petigny;19790226
F;Sabrina;Laffineur;rue Général de Monge, 27;Fernelmont;19791025
M;Elodie;Laffineur;rue de Beauraing, 46;Bouge;19891119
M;François;Lafontaine;rue dela pepinière, 21A;Mazée;19900506
M;Joachim;Lagos Toro;Rue Bonwez, Rhisnes 49;Namur;19880704
M;Bruno;Lahaye;rue de najauge 42;Kortenaken;19790510
F;Marianne;Lahaye;rue J. Clesse 16;Couvin;19851031
M;Mathieu;Lahaye;Route De Charemagne;Br¹ly-de-Pesche;19871205
F;Nicole;Lallement;rue de l'industrie 49;Couvin;19851205
M;Guibert;Laloux;chaussée de Louvain 363;Namur;19880112
M;Yves;Laloux;rue Try d'Hostet 19;Huy;19961107
F;Camille;Lamarche;Allée de la Grande Taille(EP) 14;Belgrade;19870505
F;Anne;Lambert;rue du parc St Roch 30;Namur;19830331
M;Claude;Lambert;rue des béguines 40;Pesche;19840721
F;Martine;Lambert;av. Bonair, 26;Waret-la-Chaussée;19851113
F;Candice;Lambert;;Champion;19860629
F;Patricia;Lambert;Chaussée de Louvain, 285;Cul-des-Sarts;19910108
F;Fabienne;Lambert;Rue des Dalhias(BU) 3;Dailly;19920307
F;Fabienne;Lambert;;Couvin;19930416
F;Sophie;Lambert;route de Gembloux 58;La Bruyère;19940318
F;Antonia;Lambert;rue Ste Barbe;Eghezée;19980629
F;Anne-Marie;Lambiliotte;Rue d'Ormont 221;Eghezée;19870207
M;Antoine;Lambillon;Rue de Pitteurs(BU) 4;Houyet;19810610
F;Véronique;Lambinon Mortier;rue de la Champagne, 1;Gouy-Les-piétons;19940213
F;Sylvie;Lambot;Rue Du Ruisseau 3;Dinant;19850702
F;Elodie;Lambotte;Allée du Moulin Óá Vent 64;Bouge;19820803
F;Elena;Lambotte;Avenue Baudouin Premier(BU) 52;ST Servais;19910129
M;Achille;Lambotte;Chaussée de Louvain(CG) 1130;Hastière-par-DelÓ;19970207
M;Nathan;Lambrecht;rue basse chaussée 177;Longchamps;19891012
F;Marine;Lamy;Rue Charles Simon(BU) 55 /0002;Treignes;19880322
M;Honoré;LAMY;;Couvin;19920202
F;Emmanuelle;Landa;;Namur;19810528
F;Paola;Landuyt;Rue Grande, 56;Gesves;19920902
M;Joseph;Lanis;;Hastière-Lavaux;19801230
F;Violette;Lanis;avenue Mont joie 13;Mariembourg;19810831
M;Théo;Lanthier;rue de la fontaine 7;Namur;19820831
M;Mickaël;Lantin;avenue Bauduin Ier 68;Braine-l'Alleud;19910503
F;Pascale;Lapaille;Rue Morboisa1;Eghezée;19810110
F;Marie-Emilie;Lapaille;Rue Flache 50;Fernelmont;19890527
F;Isabelle;Lapotre;rue grande 60;Couvin;19781228
M;Julien;Lardinois;route de Mariembourg;Bioul;19850320
F;Isnija;Laroche;rue de revin, 2;Houyet;19780622
F;Caroline;Laroche;Rue de l'Institut(BU) 49;Oignies-en-Thiérache;19860422
F;Catherine;Laroy;rue chereulle, 48;Hamois;19890709
M;Alain;Larziliere;rue forge Hosselet 7;Nismes;19810818
F;Valérie;Lastra Pintos;résidence Montbard, 16;Couvin;19820804
F;Clemence;Lastrapintos;Rue Basse Cornet 31;Halma;19960722
F;Jacqueline;Latour;rue de Dinant 7;Namur;19860831
M;Enis;Laurent;rue florent Delvaux 16;Oignies-en-Thiérache;19780624
F;Laurianne;Laurent;rue du Gouffia 12;Saint-Servais;19800319
M;Michel;Laurent;rue de vaucelles 28;Mesnil - eglise;19860124
F;Oona;Laurent;Rue Trieux-des-Gouttes, Emines 7;Saint-Servais;19870806
F;Véronique;Laurent;rue Toine Culot 5;Namur;19890630
M;Adrien;Laurent;Rue De La Rièze 49;Héron;19930817
F;Chantal;Laurent;rue Basse-cornet 17;Couvin;19981120
M;Gilles;Lauvaux;rue des pins 4;Couvin;19860626
M;Bertrand;Lava;Le Val Vert(VD) 13;Namur;19870524
F;Aurélie;Lawarée;rue de la vallée 58;Beez;19830515
M;Clement;Lazaron;rue de la station, 34;Resteigne;19930228
M;Didier;Le Clef;Rue Villana(JB) 30 /0004;Namur;19790729
F;Olivia;Le Quang;;Petigny;19880704
F;Sabine;LEANZA;rue du sanctuaire 63;Couvin;19880712
F;Genevieve;Lebas;rue des différents 12;Bouge;19800415
F;Véronique;Lebeau;Rue de la Basse Sambre(BL) 36;Couvin;19810506
F;Charlotte;Lebeau;Rue de Gueulette(VD) 38;Couvin;19960709
M;Laurent;Lebec;rue de Revin 4;Bouge;19810815
M;Claude;Lebec;rue Jean Chot 62;Namur;19860522
F;Nathalie;Lebrun;rue d'arschot, 11;Bouge;19951229
M;Jason;Lebrun;rue du fraichaux 38;Namur;19980211
F;Karin;LECLERCQ;Route de Ramillies 166;Winenne;19790927
F;Marie-Paule;Leclercq;courte rue, 4;Couvin;19800603
M;Jean-Marie;Leclercq;rue Bataillon des Canaris, 21;Aublain;19800621
M;Jacques;Leclercq;Rue De La Gare 13;Fosses-la-Ville;19820406
F;Cindy;Leclercq;rue bois d'Esneux 27;Couvin;19831129
M;Joseph;Leclercq;rue du reposoir 105;Jemeppe-sur-Sambre;19850119
M;Kevin;Leclercq;Chaussée de Louvain(BU) 463;Nismes;19890207
F;Murielle;Leclerq;;Namur;19800913
F;Isaline;Lecomte;Rue Basse chaussée(CG) 117;Vedrin;19860506
M;Etienne;Ledent;rue pierre du Diable 35;Couvin;19860127
F;Audrey;Ledent;Rue des Cognassiers(VD) 10;Bierwart;19910423
F;Nathalie;Ledieu;Rue De Coquelet 88;Namur;19871119
M;Michel;Ledieu;73 rue de Branchon;Gonrieux;19900724
M;Marc-Aurele;Leemans;voye des pauquis 1;Presgaux;19850620
M;Patrick;Lefebvre;allée du roi Albert 1er 9;Cognelée;19940922
M;Christophe;Lefert;le caillou d'eau 128;Namur;19820128
F;Céline;Lefevre;rue théophile Vanderelst 37;Nismes;19870508
M;Rudy;LEFEVRE;Rue Pôlet(VD) 55;Bouge;19920224
M;Dario;Lefèvre;rue henri Roussel 103;Namur;19880329
F;Cécile;Legrand;residence e. Donnay, 520;Petigny;19870202
M;Paul;Legrand;Rue Charles Lamquet(JB) 84;Namur;19900526
M;Christophe;Legros;Rue des Faucons(BU) 19;Namur;19920718
F;Nadine;Lejeune;rue Basse-Sambre 36;Treignes;19790826
F;Deborah;Lejeune;Avenue Prince de Liège(JB) 171 /009;Namur;19840708
F;Karima;Leleu;10, rue des combattants de Bee;Vedrin;19860317
F;Anna;Leleux;Rue de l'Institut(BU) 35;Suarlée;19790722
F;Antonella;Leleux;56, rue grande;Oignies-en-Thiérache;19960724
F;Léa;Lelièvre;273 chaussée de Perwez;Namur;19820820
M;Pierre;Leloux;Route de Hannut(BU) 18;Mazée;19851204
M;Samuel;Lemaire;10,Avenue Cardinal Mercier;Eghezée;19800722
F;Cathy;Lemaire;Rue De La Forestière 316;Namur;19850514
M;Julien;Lemaire;rue des prés velus 19;Belgrade;19850804
F;Laurence;Lemaire;Rue Du Nestry 50;Champion;19850819
F;Simone;Lemaire;route de Mariembourg 4;Les Bons Villers;19860912
M;Jean-Marie;Lemaire;rue Augile 49;Bouge;19951118
M;Guillaume;Lemaire;rue Général de Monge 112;Namur;19970320
M;Jean;Lemaitre;rue Ainseveau 44;Wépion;19790106
F;Carroll;Lemasson;rue de Vierves 8;Namur;19801128
F;Laetitia;Lemineur;Chaussée de Louvain, 539;Hemptinne;19941115
F;Lucie;Lemoine;Rue du Moulin, St-Denis 38;Namur;19960429
M;Denis;Lemoux;rue Dauphine, 22;Profondeville;19880311
M;Alain;Lempereur;avenue Marcel Gourdin 84;Fernelmont;19790515
M;Mario;Lempereur;rue piersotte,26;Frasnes (Nam.);19800318
